Població segons lloc de naixement  per comunitats autònomes
Municipis. 2011
"Font: Idescat, a partir del Cens de població i habitatges de l'INE."
"El Cens 2011 inclou dades provinents d'enquesta. Els resultats han estat convenientment arrodonits i es mostren sense decimals. Per aquesta raó algun total pot no coincidir amb la suma de la seva desagregació per sexe, edat o territori."
Institut d'Estadística de Catalunya
http://www.idescat.cat/pub/?id=censph&n=12&by=mun
Codi,Literal,Catalunya,Barcelona,Girona,Lleida,Tarragona,Resta Estat,Andalusia,Aragó,Principat d'Astúries,Illes Balears,Canàries,Cantàbria,Castella - la Manxa,Castella i Lleó,Comunitat Valenciana,Extremadura,Galícia,Comunitat de Madrid,Regió de Múrcia,Comunitat Foral de Navarra,País Basc,"Rioja, La",Ceuta i Melilla,Estranger,Total
431270,Riudecanyes,876,106,4,16,750,95,34,9,2,1,3,0,9,10,8,4,4,2,3,2,4,0,0,177,1148,
431286,Riudecols,951,53,1,12,885,161,88,16,2,1,0,0,19,6,6,8,4,4,5,0,2,0,0,172,1284,
171501,Riudellots de la Selva,1568,93,1464,8,3,195,115,5,1,4,1,1,8,15,4,19,5,7,1,0,6,2,1,245,2008,
431299,Riudoms,4830,308,9,66,4447,816,343,50,7,4,9,2,147,37,34,95,16,25,17,10,18,1,1,858,6504,
171518,Riumors,194,35,159,0,0,9,4,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,41,243,
081810,"Roca del Vallès, la",7727,7510,120,55,42,1978,1004,81,10,14,13,10,95,136,60,314,111,35,47,8,23,3,14,650,10354,
431303,Rocafort de Queralt,211,40,0,3,169,11,4,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,49,271,
431310,Roda de Berà,3786,2203,13,50,1520,1542,709,97,17,3,7,4,174,100,63,170,50,47,52,10,24,5,11,913,6241,
081831,Roda de Ter,4813,4660,124,19,10,715,453,25,6,5,1,3,27,30,24,96,19,6,5,3,5,0,7,636,6164,
431325,Rodonyà,387,122,0,6,259,50,20,1,0,1,0,0,4,5,6,5,5,1,2,0,0,0,0,64,502,
431331,Roquetes,6166,323,16,32,5795,801,267,140,3,5,8,6,31,45,183,35,17,22,21,3,8,3,4,1363,8330,
171523,Roses,9314,1512,7687,58,57,3783,2040,97,40,31,28,19,114,293,195,381,178,162,57,11,82,14,40,6640,19737,
251898,Rosselló,2234,158,14,2037,25,399,204,65,0,2,2,6,4,12,15,36,9,14,7,10,8,2,2,430,3064,
431346,"Rourell, el",317,39,0,1,277,37,19,2,1,0,0,0,2,1,3,6,1,0,0,0,1,0,1,34,388,
081846,Rubí,45169,43979,192,588,410,17562,9748,863,140,85,65,57,926,1331,518,1382,753,381,603,79,160,38,433,11590,74321,
081859,Rubió,198,194,0,4,0,23,10,1,0,0,1,0,2,1,2,3,1,0,1,0,1,0,0,9,230,
171539,Rupià,196,50,145,0,1,7,1,0,0,0,0,1,0,1,0,1,0,1,0,0,2,0,0,42,245,
089019,Rupit i Pruit,273,239,30,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,309,
081878,Sabadell,134253,129873,993,2272,1114,45632,25223,2289,284,180,152,145,2903,2813,1558,3751,1201,826,3303,228,368,115,293,27064,206949,
081884,Sagàs,138,137,1,0,0,5,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,144,
251902,Salàs de Pallars,271,80,1,189,1,28,11,6,1,0,0,0,3,0,1,1,1,0,0,0,2,1,1,66,365,
081901,Saldes,278,264,5,6,3,33,22,3,1,0,0,0,4,1,1,0,0,1,0,0,0,0,0,4,315,
171544,Sales de Llierca,101,32,68,1,0,13,4,0,0,0,0,0,0,0,5,0,1,1,0,2,0,0,0,28,142,
081918,Sallent,5135,5027,15,80,14,1241,847,25,8,6,5,4,96,35,12,53,92,13,16,9,8,1,11,490,6866,
431359,Salomó,373,56,1,6,310,43,17,7,0,1,3,0,1,2,4,3,2,0,1,0,2,0,0,106,522,
439057,Salou,10153,1751,78,485,7839,5991,1975,1022,141,41,44,58,453,594,262,307,207,350,96,90,259,57,36,10200,26345,
171557,Salt,14538,1157,13144,163,74,4043,2352,132,32,34,15,16,210,279,92,480,100,100,76,11,51,7,56,10850,29430,
251919,Sanaüja,392,81,0,311,0,19,15,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,38,449,
081944,Sant Adrià de Besòs,22016,21670,104,114,128,8358,4073,404,61,52,32,32,720,737,259,724,498,164,325,35,48,24,170,3995,34369,
081957,Sant Agustí de Lluçanès,91,85,6,0,0,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,96,
081960,Sant Andreu de la Barca,16832,16431,98,174,129,6803,3900,205,48,28,20,54,447,533,192,600,313,127,131,32,91,11,73,3611,27246,
081976,Sant Andreu de Llavaneres,7714,7485,67,95,68,1414,526,112,22,25,11,12,65,125,80,102,72,122,58,20,41,7,15,1344,10472,
171576,Sant Andreu Salou,144,16,128,0,0,6,3,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8,158,
171833,Sant Aniol de Finestres,298,58,239,1,0,13,3,3,0,0,0,0,2,2,0,0,1,1,1,0,0,0,0,35,346,
081982,Sant Antoni de Vilamajor,4442,4299,75,34,34,735,347,33,6,6,3,2,42,56,48,63,51,24,21,11,17,3,2,484,5660,
081995,Sant Bartomeu del Grau,735,703,23,5,4,85,49,1,0,1,1,0,4,10,2,13,0,0,0,0,2,2,0,90,909,
082009,Sant Boi de Llobregat,50170,49292,141,368,369,22773,10990,896,123,84,54,56,1898,1610,555,4014,732,383,769,87,132,62,329,9722,82666,
082016,Sant Boi de Lluçanès,474,454,13,7,0,41,19,3,3,1,0,0,1,2,0,5,4,0,0,0,3,0,0,29,544,
431362,Sant Carles de la Ràpita,10685,1093,41,86,9465,1562,475,210,35,19,13,13,81,91,343,39,50,71,56,13,31,8,15,2896,15143,
082037,Sant Cebrià de Vallalta,2514,2447,30,19,18,502,204,22,9,9,5,5,34,42,18,51,41,21,27,3,6,0,5,316,3332,
082021,Sant Celoni,11780,11010,591,84,96,2919,1580,96,16,27,11,8,170,177,92,455,100,70,34,13,40,4,26,2274,16973,
082042,Sant Climent de Llobregat,3118,3072,12,23,11,623,316,33,3,5,7,5,52,44,41,46,18,14,26,2,7,1,3,162,3903,
171582,Sant Climent Sescebes,377,48,322,5,2,111,43,4,2,1,4,2,6,6,16,7,9,4,3,0,3,0,1,76,564,
082055,Sant Cugat del Vallès,59436,56762,765,1056,854,11255,2896,1196,241,249,113,109,646,1131,837,590,666,1144,497,226,550,90,75,14243,84934,
082068,Sant Cugat Sesgarrigues,764,749,0,6,9,133,73,13,1,0,0,0,6,8,10,14,1,3,3,0,0,0,1,97,994,
251961,Sant Esteve de la Sarga,113,15,2,94,2,20,10,2,1,0,0,0,2,0,1,2,1,1,0,0,0,0,0,6,139,
082074,Sant Esteve de Palautordera,2127,2061,43,10,13,160,62,9,3,5,1,1,7,13,9,14,8,10,4,1,8,5,0,253,2540,
082080,Sant Esteve Sesrovires,5254,5143,21,46,44,1585,756,95,33,10,9,11,111,131,74,120,110,40,32,7,27,12,7,618,7457,
171595,Sant Feliu de Buixalleu,689,265,418,2,4,61,28,4,0,1,1,0,4,6,6,6,2,3,0,0,0,0,0,41,790,
082107,Sant Feliu de Codines,4446,4339,37,38,32,642,265,32,10,17,7,4,41,48,36,79,30,23,25,5,8,2,10,920,6008,
171609,Sant Feliu de Guíxols,13459,2381,10899,116,63,4145,2833,110,39,28,25,13,156,184,120,199,155,101,61,25,33,17,46,4148,21752,
082114,Sant Feliu de Llobregat,27029,26393,107,254,275,11579,5498,614,67,47,28,49,1159,1323,352,1191,408,270,310,36,118,34,76,4725,43333,
171616,Sant Feliu de Pallerols,1170,204,957,3,6,52,20,3,2,0,0,1,4,5,5,2,2,1,0,2,2,2,1,124,1347,
082129,Sant Feliu Sasserra,568,561,3,4,0,29,18,0,0,1,1,0,1,1,2,1,1,1,1,0,0,0,1,66,663,
171621,Sant Ferriol,160,37,122,1,0,17,7,0,0,1,0,0,2,0,0,2,1,3,1,0,0,0,0,47,224,
082093,Sant Fost de Campsentelles,5925,5803,40,52,30,2073,1004,156,25,8,4,10,198,163,57,187,103,50,70,5,11,4,18,466,8464,
082135,Sant Fruitós de Bages,6448,6253,31,137,27,1179,761,44,14,2,9,2,102,54,34,35,41,22,24,5,22,1,7,589,8216,
171637,Sant Gregori,2920,294,2596,20,10,230,123,9,4,6,0,1,13,22,5,12,10,10,0,3,9,1,2,177,3327,
251924,Sant Guim de Freixenet,842,263,3,566,10,66,26,7,1,0,0,1,5,5,4,12,0,1,2,0,0,1,1,187,1095,
251977,Sant Guim de la Plana,174,33,1,140,0,7,1,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,18,198,
171642,Sant Hilari Sacalm,4125,796,3306,11,12,729,554,33,3,0,0,0,39,16,17,38,8,5,7,0,4,2,3,864,5718,
082153,Sant Hipòlit de Voltregà,2803,2712,73,10,8,376,246,7,1,0,0,2,14,14,8,40,27,7,2,1,4,1,2,427,3606,
081939,Sant Iscle de Vallalta,1051,1028,9,11,3,132,70,4,1,2,0,0,6,13,5,7,8,4,8,2,2,0,0,121,1304,
439023,Sant Jaume d'Enveja,3151,148,3,8,2993,148,53,14,2,0,3,0,5,11,45,4,3,3,2,1,1,0,1,242,3541,
082166,Sant Jaume de Frontanyà,26,22,3,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,
171655,Sant Jaume de Llierca,639,62,573,1,3,51,22,1,0,0,0,0,8,2,3,2,8,3,1,1,0,0,0,65,756,
431378,Sant Jaume dels Domenys,1911,926,8,16,961,426,248,21,9,1,5,1,20,22,21,27,14,16,9,2,7,1,2,171,2508,
171674,Sant Joan de les Abadesses,2798,568,2200,22,8,399,231,13,1,4,1,0,27,20,16,45,21,7,4,1,4,2,2,264,3461,
171680,Sant Joan de Mollet,439,44,394,0,1,44,29,2,0,0,0,0,1,0,1,4,1,2,1,0,2,0,1,39,522,
082188,Sant Joan de Vilatorrada,7529,7265,19,213,32,2204,1596,58,5,10,11,1,211,68,30,113,27,17,19,10,10,2,17,1036,10769,
082172,Sant Joan Despí,20557,20007,99,246,205,8794,4682,394,64,56,27,18,665,611,266,1119,325,222,156,30,84,30,47,3416,32767,
171851,Sant Joan les Fonts,2310,174,2118,10,8,302,176,12,5,1,0,0,24,18,20,13,11,9,10,0,2,0,1,241,2852,
171668,Sant Jordi Desvalls,560,89,468,1,2,42,21,4,1,2,0,0,0,1,2,1,2,6,0,0,2,0,0,97,699,
089030,Sant Julià de Cerdanyola,245,240,3,2,0,12,6,0,0,0,0,0,1,0,0,2,1,1,0,1,0,0,0,1,258,
171693,Sant Julià de Ramis,2612,240,2340,19,12,533,307,14,3,6,5,5,25,27,18,58,18,23,4,0,12,1,7,296,3440,
082205,Sant Julià de Vilatorta,2718,2620,81,10,8,159,93,10,0,2,1,3,4,11,3,6,11,7,2,1,3,1,1,147,3025,
179032,Sant Julià del Llor i Bonmatí,973,76,892,5,0,116,67,3,2,0,0,1,2,6,4,11,13,4,0,0,1,0,2,163,1252,
082212,Sant Just Desvern,10807,10222,121,279,185,2622,864,266,36,32,33,23,192,222,171,282,173,142,68,31,50,16,23,2143,15572,
082227,Sant Llorenç d'Hortons,1991,1939,12,20,20,310,122,23,5,3,0,3,26,26,12,39,21,10,9,3,4,0,4,225,2525,
171714,Sant Llorenç de la Muga,166,41,123,2,0,19,10,1,1,0,0,0,1,2,1,0,0,0,1,1,0,0,1,54,240,
251930,Sant Llorenç de Morunys,838,255,3,575,5,54,17,4,0,0,0,0,7,3,2,5,10,3,1,0,1,1,0,142,1034,
082233,Sant Llorenç Savall,1844,1801,10,19,14,371,175,25,0,2,0,0,22,9,13,66,15,9,24,1,8,2,0,202,2417,
082251,Sant Martí d'Albars,104,102,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,108,
082248,Sant Martí de Centelles,828,809,11,5,3,148,82,4,2,4,1,3,5,14,4,11,6,5,0,0,5,1,1,120,1097,
171729,Sant Martí de Llémena,512,105,399,4,4,41,26,2,0,2,1,0,2,2,3,1,1,1,0,0,0,0,0,45,598,
259025,Sant Martí de Riucorb,622,76,4,527,15,35,20,1,0,1,1,0,2,1,2,2,2,1,0,1,1,0,0,35,692,
082264,Sant Martí de Tous,1043,993,5,24,21,98,44,5,0,1,1,1,6,8,5,24,0,0,3,0,0,0,0,32,1173,
082270,Sant Martí Sarroca,2584,2501,10,17,56,322,160,29,2,5,1,2,19,24,26,22,12,3,10,0,5,0,2,287,3192,
082286,Sant Martí Sesgueioles,340,319,1,19,1,31,15,2,0,0,0,0,2,1,1,0,0,3,6,1,0,0,0,9,380,
171735,Sant Martí Vell,200,23,176,1,0,22,9,2,1,0,0,0,1,3,0,0,4,0,1,0,0,0,1,37,259,
082299,Sant Mateu de Bages,595,537,2,55,1,26,11,3,0,0,0,0,2,1,0,0,1,1,6,0,0,0,1,20,641,
171740,Sant Miquel de Campmajor,200,46,152,0,2,8,3,0,0,0,0,0,1,0,0,2,1,0,1,0,0,0,0,18,227,
171753,Sant Miquel de Fluvià,493,104,382,1,6,179,126,4,1,0,0,1,6,5,2,13,6,5,1,2,5,0,2,111,784,
171766,Sant Mori,133,42,88,3,0,11,1,1,0,0,0,0,0,1,1,4,0,1,0,0,1,1,0,55,200,
171772,Sant Pau de Segúries,610,137,468,4,1,28,14,3,0,0,0,1,0,2,0,4,0,3,0,0,0,0,1,39,677,
082310,Sant Pere de Ribes,18538,17916,99,179,344,5598,2460,274,68,54,28,31,415,399,245,570,217,232,432,24,100,23,26,4808,28944,
082325,Sant Pere de Riudebitlles,1937,1900,9,11,17,295,157,19,2,2,1,0,13,18,14,33,12,5,7,2,5,2,3,120,2352,
082331,Sant Pere de Torelló,2022,1913,98,8,3,184,122,6,0,1,0,0,8,11,6,8,6,6,1,2,3,1,3,237,2443,
082346,Sant Pere de Vilamajor,3390,3317,36,25,12,646,277,34,8,8,3,4,43,63,24,68,55,20,19,3,12,1,4,248,4285,
171788,Sant Pere Pescador,1149,189,945,10,4,181,90,4,3,4,1,1,13,9,9,24,6,7,2,2,2,0,3,776,2106,
081897,Sant Pere Sallavinera,155,138,3,14,0,7,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,3,165,
082359,Sant Pol de Mar,3803,3654,69,39,41,534,159,68,4,8,5,3,33,65,20,35,33,42,23,9,14,3,10,741,5078,
082362,Sant Quintí de Mediona,1623,1589,3,7,24,237,140,16,2,2,1,1,10,16,10,13,10,3,5,0,4,3,1,254,2113,
082378,Sant Quirze de Besora,1742,1578,143,15,6,223,138,10,4,1,0,1,7,23,10,10,6,4,3,0,3,1,2,223,2189,
082384,Sant Quirze del Vallès,14840,14344,138,209,149,2871,1275,226,29,32,13,17,177,244,140,232,125,112,115,26,53,23,33,1314,19024,
082397,Sant Quirze Safaja,537,525,6,3,3,58,24,4,4,0,1,1,2,7,4,3,2,1,1,2,1,1,0,53,648,
251945,Sant Ramon,472,76,2,391,3,30,5,7,0,0,0,2,0,7,1,2,1,1,2,1,0,0,1,33,535,
082401,Sant Sadurní d'Anoia,9234,8889,56,92,197,2061,1255,177,11,14,2,9,91,114,127,80,60,32,38,8,20,2,21,1192,12487,
082418,Sant Sadurní d'Osormort,85,81,4,0,0,7,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,95,
080983,Sant Salvador de Guardiola,2417,2350,10,53,4,571,293,34,2,4,0,3,43,44,22,63,19,14,20,3,4,0,3,147,3135,
082628,Sant Vicenç de Castellet,6280,6108,27,110,35,1847,1155,67,14,11,10,7,131,146,50,85,43,29,50,6,21,3,19,1133,9261,
082649,Sant Vicenç de Montalt,4429,4288,57,46,38,748,233,82,8,6,6,1,42,84,36,69,45,59,21,11,25,10,10,655,5831,
082652,Sant Vicenç de Torelló,1742,1648,79,10,5,184,127,8,2,1,0,0,7,19,4,4,3,2,1,2,3,0,1,107,2032,
082634,Sant Vicenç dels Horts,18488,18216,52,103,117,6838,4166,226,22,22,18,12,547,297,174,725,222,93,189,17,34,17,57,2699,28025,
431384,Santa Bàrbara,2917,226,2,10,2679,300,80,64,3,1,0,0,16,11,89,3,2,12,12,1,3,2,1,694,3911,
082439,Santa Cecília de Voltregà,174,170,4,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,178,
082444,Santa Coloma de Cervelló,6270,6150,18,52,50,1267,595,82,9,3,9,0,98,103,64,133,56,31,56,7,8,7,6,441,7978,
171805,Santa Coloma de Farners,8549,1730,6750,36,33,1466,732,44,15,11,9,12,71,85,45,289,70,32,28,2,12,3,5,2301,12317,
082457,Santa Coloma de Gramenet,57279,56481,206,394,198,34726,18697,1148,153,90,63,65,3225,2499,684,4551,1506,428,936,92,126,66,399,27386,119391,
431397,Santa Coloma de Queralt,2449,675,12,107,1655,201,104,15,0,0,1,4,11,15,12,14,6,7,6,1,3,0,2,387,3037,
171812,Santa Cristina d'Aro,3296,778,2465,29,24,686,355,30,5,10,9,1,25,53,23,64,39,29,9,5,18,4,7,1044,5027,
082460,Santa Eugènia de Berga,1886,1832,46,7,1,145,89,5,1,1,0,1,10,7,6,10,4,2,3,5,0,1,0,231,2262,
082476,Santa Eulàlia de Riuprimer,1061,1025,30,4,2,87,54,3,0,2,0,0,4,1,10,8,3,0,2,0,0,0,0,45,1193,
082482,Santa Eulàlia de Ronçana,5371,5238,62,37,34,1159,629,46,11,8,7,7,61,94,38,111,58,26,28,7,11,3,14,481,7010,
082495,Santa Fe del Penedès,326,316,2,1,7,25,11,2,0,4,0,0,3,2,1,1,1,0,0,0,0,0,0,30,381,
171827,Santa Llogaia d'Àlguema,244,11,231,1,1,78,60,0,0,1,0,0,4,1,2,4,2,1,2,0,0,0,1,26,348,
082508,Santa Margarida de Montbui,6022,5773,14,156,79,2714,1481,49,8,12,4,3,144,191,31,617,13,29,106,9,9,2,7,976,9713,
082515,Santa Margarida i els Monjos,4688,4462,18,25,183,1313,751,54,22,6,5,2,101,57,49,99,35,41,66,5,10,1,9,1090,7091,
082589,Santa Maria d'Oló,927,902,8,12,5,64,21,2,0,1,0,0,1,17,5,7,4,3,2,0,1,0,0,55,1045,
082536,Santa Maria de Besora,141,116,25,0,0,11,7,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,5,157,
082567,Santa Maria de Martorelles,708,689,9,7,3,122,54,7,0,2,0,0,10,8,3,18,8,0,8,2,2,0,0,40,870,
082554,Santa Maria de Merlès,161,157,2,2,0,7,3,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,4,172,
082573,Santa Maria de Miralles,106,100,1,1,4,16,8,1,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,10,132,
082592,Santa Maria de Palautordera,6563,6290,207,38,28,1388,771,47,11,19,6,3,73,89,36,172,45,41,41,7,22,1,4,1159,9109,
431401,Santa Oliva,2169,1038,9,19,1103,761,410,40,10,4,2,0,61,34,18,89,32,13,31,7,5,4,2,394,3325,
171848,Santa Pau,1446,187,1250,5,4,79,31,6,2,2,1,0,5,11,7,4,3,3,1,0,3,0,0,68,1593,
082606,Santa Perpètua de Mogoda,16840,16561,78,113,88,5636,3014,250,54,22,14,22,490,440,126,514,224,116,184,23,63,12,69,3046,25521,
082613,Santa Susanna,2234,2124,85,17,8,603,289,33,9,5,5,8,39,53,25,59,29,15,18,6,4,2,4,490,3326,
081923,Santpedor,5846,5656,37,137,16,886,563,32,5,4,3,3,130,35,24,29,8,13,17,6,7,0,8,427,7159,
431423,Sarral,1191,179,3,31,978,182,93,6,0,1,1,6,37,6,6,9,4,2,9,0,1,0,1,265,1638,
171864,Sarrià de Ter,3409,204,3173,19,13,896,584,13,3,5,3,0,46,66,13,84,25,15,25,0,5,0,9,506,4811,
252017,Sarroca de Bellera,117,18,1,98,0,6,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,7,130,
252000,Sarroca de Lleida,378,18,0,357,3,16,4,3,0,0,1,0,0,3,2,1,0,0,0,0,1,1,0,14,408,
171870,"Saus, Camallera i Llampaies",627,111,509,4,3,65,24,2,2,1,2,0,6,4,2,5,2,7,2,0,5,1,0,95,787,
431439,Savallà del Comtat,60,32,1,1,26,8,4,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,1,69,
431444,"Secuita, la",1224,136,5,25,1058,234,79,30,8,0,0,8,16,13,22,15,4,17,12,1,8,0,1,144,1602,
171886,"Selva de Mar, la",156,50,105,0,1,26,7,0,0,1,0,0,2,1,1,1,8,3,0,0,0,2,0,17,199,
431457,"Selva del Camp, la",4315,372,27,78,3838,737,382,50,4,6,7,2,35,34,43,80,19,29,20,4,17,1,4,530,5582,
431460,Senan,48,23,0,1,24,6,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,3,57,
430445,"Sénia, la",3506,276,10,25,3195,1375,538,67,5,3,0,1,22,30,639,10,17,16,7,6,10,1,3,1081,5961,
252022,Senterada,104,37,0,66,1,12,5,1,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0,21,137,
250352,"Sentiu de Sió, la",420,33,1,382,4,41,29,4,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,15,476,
082671,Sentmenat,6214,6047,59,65,43,1590,977,61,8,8,12,4,68,83,52,140,45,38,49,8,18,7,12,678,8481,
171903,Serinyà,916,117,797,0,2,95,56,1,1,2,1,0,7,8,3,6,1,4,1,1,2,1,0,107,1118,
252043,Seròs,1367,83,0,1277,7,160,31,82,2,1,2,0,10,6,4,2,5,4,11,0,0,0,0,366,1893,
171910,Serra de Daró,171,27,144,0,0,7,1,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0,0,31,209,
171925,Setcases,153,38,114,1,0,5,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,25,184,
252038,"Seu d'Urgell, la",7932,1309,142,6402,79,2041,820,138,33,24,6,16,113,197,83,98,331,71,31,9,37,10,24,2512,12484,
082690,Seva,2953,2864,64,12,14,287,147,17,8,3,1,3,10,26,15,15,20,11,4,3,2,0,2,187,3428,
252056,Sidamon,600,50,4,541,5,85,41,14,0,0,0,0,6,11,2,4,2,3,1,1,0,0,0,37,722,
171931,Sils,4066,1450,2562,33,21,970,555,27,10,7,5,2,50,65,25,116,46,24,20,8,6,2,2,641,5678,
082704,Sitges,16057,15437,96,277,248,4340,1279,496,84,63,64,33,272,454,215,207,210,382,242,89,187,34,31,7744,28142,
170524,Siurana,135,21,114,0,0,13,7,1,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,20,169,
082711,Sobremunt,88,86,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91,
252069,"Soleràs, el",321,19,0,302,0,6,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,39,365,
431476,Solivella,570,74,1,11,485,31,7,3,3,1,0,0,2,3,4,1,2,1,3,0,1,0,0,52,654,
252075,Solsona,6698,1181,25,5461,31,876,579,46,6,8,0,2,41,28,27,41,45,15,16,2,16,2,2,1626,9200,
082726,Sora,165,156,8,1,0,8,3,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,8,181,
252081,Soriguera,311,94,3,207,7,24,8,2,0,1,0,0,2,3,2,2,2,1,0,0,1,0,0,30,365,
252094,Sort,1626,366,15,1220,25,211,80,27,3,2,2,1,16,18,12,6,22,3,5,3,10,1,0,448,2284,
252108,Soses,1294,44,7,1231,12,111,37,43,2,1,0,0,1,6,6,3,5,2,0,0,1,2,2,354,1759,
082732,Subirats,2527,2470,9,14,34,316,117,29,1,3,0,3,26,36,19,23,24,11,13,2,2,0,7,221,3063,
252115,Sudanell,739,44,1,683,11,76,22,14,1,0,0,0,5,3,5,14,0,1,6,1,3,1,0,81,895,
252120,Sunyer,254,6,0,248,0,15,3,7,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,28,298,
082747,Súria,4479,4331,7,126,15,1223,827,46,36,5,4,16,81,77,24,26,22,8,32,3,9,2,6,527,6229,
171946,Susqueda,89,30,59,0,0,5,0,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,12,106,
082763,Tagamanent,253,248,1,3,1,45,17,3,0,0,0,1,2,5,1,3,5,3,2,2,1,0,0,19,317,
082779,Talamanca,136,134,2,0,0,16,5,2,0,0,0,0,1,0,3,0,0,1,3,0,1,0,0,5,156,
252154,Talarn,302,71,4,222,5,91,23,4,1,5,4,0,6,10,7,4,9,11,1,0,3,0,3,30,423,
252167,Talavera,278,95,0,178,6,7,2,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,12,297,
171959,"Tallada d'Empordà, la",358,71,284,2,1,26,8,2,1,5,0,0,0,1,1,3,0,3,0,0,0,0,2,63,448,
082785,Taradell,5272,5113,114,30,15,435,245,21,7,4,0,3,22,21,24,39,17,11,6,2,4,2,7,483,6190,
431482,Tarragona,76879,7354,440,2223,66863,31530,12341,3199,588,227,195,358,2608,3055,1780,2242,956,1493,756,274,806,199,452,24814,133223,
252173,Tàrrega,11452,1697,43,9493,220,1584,814,157,17,6,8,16,72,101,48,148,65,41,34,12,33,5,7,3640,16676,
252189,Tarrés,102,14,0,76,12,5,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,
252192,Tarroja de Segarra,161,39,2,120,0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,7,172,
082750,Tavèrnoles,287,278,9,0,0,9,6,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,16,312,
082802,Tavertet,113,109,3,0,1,6,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,138,
082819,Teià,4750,4603,44,62,41,912,287,103,13,12,1,2,37,99,62,81,53,57,55,11,19,13,7,461,6122,
252206,Térmens,1147,48,2,1083,14,104,48,20,0,1,0,0,9,11,0,2,3,2,3,2,2,1,0,321,1572,
171962,Terrades,225,36,188,0,1,21,8,3,1,1,0,0,0,2,1,2,3,0,0,0,0,0,0,56,302,
082798,Terrassa,138481,134862,782,1922,915,43556,27679,2470,359,296,189,138,2649,2490,1420,2259,1125,809,670,166,347,105,387,32369,214406,
082824,Tiana,6654,6497,52,56,49,1018,349,89,12,13,3,4,71,113,91,78,53,42,55,14,21,2,8,436,8108,
252213,Tírvia,130,35,0,95,0,13,5,0,1,0,0,0,0,0,0,1,2,1,0,1,1,0,1,12,155,
252228,Tiurana,71,6,0,65,0,5,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,79,
431495,Tivenys,776,44,0,1,731,29,9,4,0,0,0,0,4,2,5,0,3,1,0,0,1,0,0,111,916,
431508,Tivissa,1467,134,1,8,1324,77,20,18,0,2,1,0,5,10,4,6,1,2,2,3,2,0,1,231,1774,
082830,Tona,6379,6207,115,29,28,954,634,33,4,6,0,1,44,59,28,64,26,21,11,3,8,4,8,724,8056,
252234,Torà,1009,246,1,756,6,91,44,8,3,1,1,0,5,7,4,5,4,6,0,0,3,0,0,202,1302,
082845,Tordera,11550,10022,1412,59,57,3073,1855,114,23,19,11,8,148,150,98,323,100,66,86,13,24,10,26,1621,16244,
082858,Torelló,10278,9804,372,71,31,1936,1309,40,16,7,5,4,90,110,38,112,106,24,14,11,25,2,23,1643,13857,
252249,"Torms, els",153,4,0,148,1,4,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,11,168,
252252,Tornabous,660,87,5,568,0,44,14,10,1,1,1,0,3,0,0,1,3,5,3,0,1,0,1,210,914,
252271,"Torre de Cabdella, la",687,161,0,523,3,32,11,10,1,0,0,1,2,2,2,0,1,1,1,0,0,0,0,40,759,
